Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,7853.75,7866.22998046875,7832.0,7855.97021484375,7855.9404296875,1838800
2013-02-04,7882.759765625,7929.97021484375,7880.2900390625,7923.16015625,7923.1298828125,2678600
2013-02-05,7896.669921875,7896.669921875,7863.91015625,7886.93994140625,7886.90966796875,2316000
2013-02-06,7925.259765625,7941.64990234375,7906.64990234375,7906.64990234375,7906.61962890625,2554200
2013-02-18,8000.68994140625,8005.72998046875,7927.9501953125,7943.52978515625,7943.49951171875,2578000
2013-02-19,7974.39990234375,7974.39990234375,7946.08984375,7960.8798828125,7960.849609375,2308600
2013-02-20,8021.31005859375,8029.10009765625,7995.16015625,8029.10009765625,8029.0693359375,2992000
2013-02-21,8020.52001953125,8020.52001953125,7957.4599609375,7957.4599609375,7957.4296875,2235600
2013-02-22,7947.8798828125,7970.240234375,7913.16015625,7947.72021484375,7947.68994140625,2307600
2013-02-25,7986.8701171875,7995.10986328125,7947.68017578125,7947.68017578125,7947.64990234375,2144800
2013-02-26,7891.41015625,7927.490234375,7871.22998046875,7880.89990234375,7880.86962890625,1918400
2013-02-27,7886.02978515625,7912.85009765625,7873.2900390625,7897.97998046875,7897.94970703125,1921400
2013-03-01,7917.72021484375,7964.6298828125,7917.72021484375,7964.6298828125,7964.599609375,2114200
2013-03-04,7966.22021484375,7966.22021484375,7849.52001953125,7867.33984375,7867.31005859375,2278000
2013-03-05,7910.43994140625,7939.85009765625,7882.56005859375,7932.7099609375,7932.6796875,2246200
2013-03-06,7958.10986328125,7982.39013671875,7936.85986328125,7950.2998046875,7950.26953125,2329600
2013-03-07,7950.89990234375,7984.2900390625,7942.3701171875,7960.509765625,7960.4794921875,2261400
2013-03-08,7981.0,8029.14013671875,7981.0,8015.14013671875,8015.109375,2719000
2013-03-11,8021.8798828125,8089.2099609375,8001.85009765625,8038.72021484375,8038.689453125,2878800
2013-03-12,8039.0,8063.22998046875,7986.58984375,7994.7099609375,7994.67919921875,2738000
2013-03-13,8018.89990234375,8047.56005859375,7962.419921875,7995.509765625,7995.47900390625,2224400
2013-03-14,8002.419921875,8002.7099609375,7946.2900390625,7951.759765625,7951.7294921875,2150200
2013-03-15,7989.669921875,7999.919921875,7924.93994140625,7927.490234375,7927.4599609375,2530400
2013-03-18,7886.68994140625,7888.16015625,7807.60986328125,7811.33984375,7811.31103515625,2031400
2013-03-19,7843.47021484375,7863.77001953125,7823.81005859375,7838.47021484375,7838.44091796875,1804200
2013-03-20,7834.72998046875,7844.5400390625,7786.56005859375,7798.02978515625,7798.0009765625,1954200
2013-03-21,7828.9501953125,7843.16015625,7811.83984375,7811.83984375,7811.81103515625,1695800
2013-03-22,7811.52001953125,7832.58984375,7796.22021484375,7796.22021484375,7796.19140625,1727200
2013-03-25,7862.580078125,7877.0498046875,7854.47021484375,7856.1201171875,7856.09033203125,1806800
2013-03-26,7873.7001953125,7876.68017578125,7845.56005859375,7856.35986328125,7856.330078125,1850200
2013-03-27,7872.75,7894.259765625,7857.31982421875,7894.1201171875,7894.08984375,1851200
2013-03-28,7905.7099609375,7905.7099609375,7844.83984375,7866.8798828125,7866.85009765625,1813200
2013-03-29,7904.5,7931.7001953125,7883.81005859375,7918.60986328125,7918.57958984375,1594000
2013-04-01,7934.25,7937.72998046875,7896.56982421875,7899.240234375,7899.2099609375,1560000
2013-04-02,7897.16015625,7924.4599609375,7879.5498046875,7913.18017578125,7913.14990234375,1638000
2013-04-03,7949.1201171875,7954.14990234375,7913.77001953125,7942.35009765625,7942.31982421875,1919600
2013-04-08,7831.22021484375,7843.10009765625,7747.47021484375,7752.7900390625,7752.76123046875,2561600
2013-04-09,7766.6201171875,7781.1298828125,7714.93017578125,7728.5400390625,7728.51123046875,1888800
2013-04-10,7772.9501953125,7772.9501953125,7739.990234375,7752.7998046875,7752.77099609375,1736400
2013-04-11,7788.580078125,7857.97998046875,7788.580078125,7857.97998046875,7857.9501953125,1842000
2013-04-12,7861.1201171875,7864.85986328125,7810.5400390625,7821.6298828125,7821.6005859375,1677600
2013-04-15,7815.31982421875,7835.1201171875,7753.240234375,7763.52978515625,7763.5009765625,1634200
2013-04-16,7690.91015625,7801.0498046875,7688.6201171875,7801.0498046875,7801.02099609375,1548000
2013-04-17,7822.81005859375,7822.81005859375,7791.52978515625,7809.06982421875,7809.041015625,1906600
2013-04-18,7781.47998046875,7826.1298828125,7757.330078125,7791.35009765625,7791.3212890625,1784600
2013-04-19,7868.89990234375,7933.72021484375,7862.919921875,7930.7998046875,7930.76953125,2033800
2013-04-22,7976.10009765625,7996.5498046875,7950.009765625,7970.3798828125,7970.349609375,1947200
2013-04-23,7955.919921875,7968.7900390625,7913.60009765625,7942.77001953125,7942.73974609375,1876400
2013-04-24,7977.39990234375,8025.4501953125,7968.27978515625,8023.7099609375,8023.67919921875,2412000
2013-04-25,8015.3798828125,8026.4599609375,7994.18994140625,8021.75,8021.71923828125,1941400
2013-04-26,8034.47021484375,8081.3701171875,8020.47021484375,8022.06005859375,8022.029296875,2227800
2013-04-29,8043.7099609375,8046.22021484375,8014.27001953125,8029.740234375,8029.70947265625,1796200
2013-04-30,8065.919921875,8115.58984375,8065.919921875,8093.66015625,8093.62939453125,2283200
2013-05-02,8111.43017578125,8139.490234375,8095.7001953125,8128.509765625,8128.47900390625,2151000
2013-05-03,8157.509765625,8175.330078125,8121.06982421875,8135.02978515625,8134.9990234375,2032400
2013-05-06,8188.47998046875,8197.51953125,8153.9599609375,8169.0498046875,8169.01904296875,1971000
2013-05-07,8177.580078125,8181.7998046875,8145.10009765625,8163.06005859375,8163.029296875,1872600
2013-05-08,8177.93994140625,8284.08984375,8177.93994140625,8267.08984375,8267.0576171875,2467800
2013-05-09,8314.3701171875,8322.6904296875,8279.4599609375,8285.8896484375,8285.857421875,2414000
2013-05-10,8284.3798828125,8297.330078125,8258.6201171875,8280.259765625,8280.2275390625,2270000
2013-05-13,8285.4501953125,8296.5400390625,8230.650390625,8248.3203125,8248.2880859375,1958400
2013-05-14,8272.2001953125,8295.41015625,8233.98046875,8251.8203125,8251.7880859375,1960600
2013-05-15,8264.099609375,8320.3203125,8251.509765625,8318.58984375,8318.5576171875,2302600
2013-05-16,8362.490234375,8414.8798828125,8346.4501953125,8390.0498046875,8390.017578125,3446200
2013-05-17,8377.259765625,8402.33984375,8356.7900390625,8368.1904296875,8368.158203125,2547200
2013-05-20,8364.9501953125,8385.6796875,8347.330078125,8377.0498046875,8377.017578125,2114400
2013-05-21,8381.3603515625,8420.6796875,8361.9599609375,8383.0498046875,8383.017578125,2660600
2013-05-22,8414.0595703125,8439.150390625,8376.2099609375,8398.83984375,8398.8076171875,3031400
2013-05-23,8367.849609375,8373.08984375,8235.5,8237.830078125,8237.7978515625,3340000
2013-05-24,8273.2099609375,8277.5595703125,8172.5400390625,8209.7802734375,8209.748046875,2450400
2013-05-27,8218.8798828125,8280.099609375,8210.3203125,8280.099609375,8280.0673828125,1894000
2013-05-28,8289.150390625,8303.7099609375,8261.5400390625,8263.0498046875,8263.017578125,1988600
2013-05-29,8303.2001953125,8344.2099609375,8303.2001953125,8337.900390625,8337.8681640625,2471400
2013-05-30,8316.9697265625,8316.9697265625,8228.7998046875,8243.2900390625,8243.2578125,2458800
2013-05-31,8318.76953125,8334.4404296875,8237.080078125,8254.7998046875,8254.767578125,3586800
2013-06-03,8177.97021484375,8225.7900390625,8149.4501953125,8201.01953125,8200.9873046875,2142200
2013-06-04,8243.2197265625,8250.169921875,8180.39013671875,8191.22021484375,8191.189453125,2192000
2013-06-05,8195.51953125,8216.3095703125,8161.10009765625,8181.91015625,8181.87939453125,2282800
2013-06-06,8135.56005859375,8162.25,8088.31005859375,8096.14013671875,8096.109375,2347800
2013-06-07,8113.9501953125,8146.77978515625,8071.97998046875,8095.2001953125,8095.16943359375,2536400
2013-06-10,8161.509765625,8190.8701171875,8142.7099609375,8160.5498046875,8160.51904296875,1703000
2013-06-11,8178.9501953125,8178.9501953125,8116.14990234375,8116.14990234375,8116.119140625,1809000
2013-06-13,8041.5,8057.330078125,7951.66015625,7951.66015625,7951.6298828125,2286800
2013-06-14,7978.75,7989.18994140625,7912.3701171875,7937.740234375,7937.7099609375,2085600
2013-06-17,7953.64990234375,7999.43017578125,7940.72021484375,7992.89013671875,7992.859375,1509200
2013-06-18,7994.81005859375,8024.9501953125,7955.740234375,8011.02001953125,8010.9892578125,1719200
2013-06-19,8033.31982421875,8056.18994140625,8005.56982421875,8007.39013671875,8007.359375,1797800
2013-06-20,7952.35986328125,7962.759765625,7890.93017578125,7898.91015625,7898.8798828125,2156200
2013-06-21,7778.83984375,7815.7900390625,7739.08984375,7793.31005859375,7793.28125,3274800
2013-06-24,7788.4501953125,7815.10009765625,7744.490234375,7758.02978515625,7758.0009765625,2153600
2013-06-25,7750.33984375,7792.27001953125,7663.22998046875,7663.22998046875,7663.201171875,2368000
2013-06-26,7789.33984375,7821.14013671875,7742.2001953125,7784.7998046875,7784.77099609375,2405200
2013-06-27,7841.31982421875,7884.1298828125,7834.330078125,7883.89990234375,7883.86962890625,2369400
2013-06-28,7928.5400390625,8062.2099609375,7891.06005859375,8062.2099609375,8062.17919921875,2251800
2013-07-01,8011.9501953125,8063.47021484375,7974.14990234375,8036.0,8035.96923828125,2063400
2013-07-02,8061.83984375,8064.1201171875,8012.7900390625,8015.85986328125,8015.8291015625,1986800
2013-07-03,7991.52978515625,7995.2998046875,7899.080078125,7911.419921875,7911.3896484375,2276800
2013-07-04,7919.259765625,7927.080078125,7877.06005859375,7893.72021484375,7893.68994140625,1796800
2013-07-05,7932.2998046875,8018.93017578125,7926.35009765625,8001.81982421875,8001.7890625,1885000
2013-07-08,7980.10986328125,7992.16015625,7885.0,7886.33984375,7886.3095703125,1742000
2013-07-09,7891.52978515625,7975.64013671875,7891.3701171875,7971.18017578125,7971.14990234375,1739400
2013-07-10,7974.990234375,8057.919921875,7974.990234375,8011.68994140625,8011.6591796875,2279800
2013-07-11,8080.97021484375,8179.5400390625,8080.97021484375,8179.5400390625,8179.50927734375,2724800
2013-07-12,8187.85986328125,8220.490234375,8169.919921875,8220.490234375,8220.4580078125,2277800
2013-07-15,8178.259765625,8254.6796875,8175.5498046875,8254.6796875,8254.6474609375,2128200
2013-07-16,8243.6201171875,8260.1103515625,8222.169921875,8260.1103515625,8260.078125,2449000
2013-07-17,8239.099609375,8260.25,8208.7099609375,8258.9501953125,8258.91796875,2677400
2013-07-18,8238.2802734375,8265.7001953125,8181.990234375,8194.8798828125,8194.84765625,2557800
2013-07-19,8117.93994140625,8139.81005859375,8046.7001953125,8062.02978515625,8061.9990234375,2541200
2013-07-22,8092.02978515625,8137.3701171875,8092.02978515625,8105.4501953125,8105.41943359375,1948400
2013-07-23,8152.72021484375,8220.8896484375,8145.08984375,8214.650390625,8214.6181640625,2607200
2013-07-24,8222.849609375,8233.099609375,8172.22998046875,8196.1904296875,8196.158203125,2210200
2013-07-25,8173.18994140625,8203.490234375,8140.41015625,8163.580078125,8163.54931640625,2044600
2013-07-26,8188.35986328125,8222.8203125,8135.72998046875,8149.39990234375,8149.369140625,1833800
2013-07-29,8146.14013671875,8163.89013671875,8074.2900390625,8084.5,8084.46923828125,1566000
2013-07-30,8113.169921875,8176.740234375,8112.91015625,8163.5498046875,8163.51904296875,1789200
2013-07-31,8163.43994140625,8170.56982421875,8107.60009765625,8107.93994140625,8107.9091796875,2083500
2013-08-01,8110.72998046875,8113.39990234375,8056.22021484375,8056.22021484375,8056.189453125,2017200
2013-08-02,8114.509765625,8162.91015625,8087.10009765625,8099.8798828125,8099.84912109375,2267000
2013-08-05,8104.2001953125,8143.43994140625,8075.990234375,8138.6298828125,8138.59912109375,1870100
2013-08-06,8129.85009765625,8129.85009765625,8028.93017578125,8038.91015625,8038.87939453125,2093500
2013-08-07,7993.56982421875,7993.56982421875,7921.2900390625,7921.2900390625,7921.259765625,2091200
2013-08-08,7910.2001953125,7932.35009765625,7894.18017578125,7907.669921875,7907.6396484375,1950400
2013-08-09,7955.0,7955.0,7853.97021484375,7856.14013671875,7856.1103515625,2009000
2013-08-12,7878.22021484375,7908.68017578125,7862.0400390625,7903.3798828125,7903.349609375,1668000
2013-08-13,7935.7900390625,7986.27001953125,7935.7900390625,7986.27001953125,7986.2392578125,1916200
2013-08-14,7978.740234375,7981.56005859375,7926.22998046875,7951.330078125,7951.2998046875,2004300
2013-08-15,7903.009765625,7916.02001953125,7850.27001953125,7887.259765625,7887.2294921875,2166600
2013-08-16,7854.68017578125,7949.43017578125,7850.490234375,7925.0,7924.9697265625,2037700
2013-08-19,7937.4501953125,7944.740234375,7888.8701171875,7900.2099609375,7900.1796875,1804300
2013-08-20,7896.3798828125,7924.52001953125,7829.77978515625,7832.64990234375,7832.62060546875,2051400
2013-08-22,7779.43994140625,7825.56005859375,7737.330078125,7814.3798828125,7814.35107421875,2255900
2013-08-23,7863.72998046875,7895.1298828125,7845.919921875,7873.31005859375,7873.2802734375,1946600
2013-08-26,7906.52001953125,7913.740234375,7874.0498046875,7894.97021484375,7894.93994140625,1564000
2013-08-27,7875.93017578125,7895.22998046875,7820.83984375,7820.83984375,7820.810546875,1852400
2013-08-28,7776.8701171875,7834.10986328125,7761.759765625,7824.5400390625,7824.5107421875,1666200
2013-08-29,7841.990234375,7931.0498046875,7841.990234375,7917.66015625,7917.6298828125,1754200
2013-08-30,7949.990234375,8021.89013671875,7936.81982421875,8021.89013671875,8021.859375,2087800
2013-09-02,8010.14990234375,8052.7099609375,7993.1298828125,8038.85986328125,8038.8291015625,1807200
2013-09-03,8095.66015625,8102.66015625,8067.6201171875,8088.3701171875,8088.33935546875,2107400
2013-09-04,8066.669921875,8094.1201171875,8041.490234375,8083.43994140625,8083.4091796875,2034100
2013-09-05,8109.240234375,8169.10009765625,8107.22021484375,8169.10009765625,8169.0693359375,2419300
2013-09-06,8180.52978515625,8182.56005859375,8155.5,8164.2001953125,8164.16943359375,2418400
2013-09-09,8176.47021484375,8192.1103515625,8117.8701171875,8192.1103515625,8192.078125,2156500
2013-09-10,8217.2099609375,8238.91015625,8155.8701171875,8208.76953125,8208.7373046875,2388600
2013-09-11,8174.5400390625,8208.990234375,8137.06982421875,8208.990234375,8208.9580078125,2169100
2013-09-12,8180.3798828125,8226.6103515625,8177.02978515625,8225.3603515625,8225.328125,2168200
2013-09-13,8210.150390625,8228.669921875,8162.14013671875,8168.2001953125,8168.16943359375,1606400
2013-09-16,8189.60986328125,8255.33984375,8189.60986328125,8255.33984375,8255.3076171875,1894800
2013-09-17,8241.0302734375,8249.7802734375,8218.9404296875,8249.7802734375,8249.748046875,1632500
2013-09-18,8248.1796875,8263.0498046875,8209.1796875,8209.1796875,8209.1474609375,1853300
2013-09-23,8226.7998046875,8293.0302734375,8221.33984375,8292.830078125,8292.7978515625,2274900
2013-09-24,8295.5,8310.9404296875,8265.5498046875,8299.1201171875,8299.087890625,2283200
2013-09-25,8283.599609375,8285.2802734375,8253.4296875,8283.900390625,8283.8681640625,2257100
2013-09-26,8290.099609375,8290.099609375,8184.68017578125,8184.68017578125,8184.6494140625,2068800
2013-09-27,8222.1298828125,8244.8603515625,8207.7197265625,8230.6796875,8230.6474609375,2154900
2013-09-30,8174.85986328125,8204.400390625,8137.10986328125,8173.8701171875,8173.83935546875,1885800
2013-10-01,8173.990234375,8222.3798828125,8172.7900390625,8187.02001953125,8186.9892578125,2001300
2013-10-02,8215.9599609375,8228.8095703125,8204.33984375,8216.51953125,8216.4873046875,2471200
2013-10-03,8231.6796875,8376.7900390625,8231.6796875,8359.01953125,8358.9873046875,3252800
2013-10-04,8345.8203125,8376.0595703125,8336.6103515625,8364.5498046875,8364.517578125,2566700
2013-10-07,8354.91015625,8361.5,8323.7900390625,8333.66015625,8333.6279296875,2777100
2013-10-08,8340.330078125,8375.650390625,8311.58984375,8375.650390625,8375.6181640625,2581600
2013-10-09,8352.25,8378.3701171875,8330.7900390625,8344.73046875,8344.6982421875,2605200
2013-10-11,8407.4501953125,8433.5302734375,8349.3701171875,8349.3701171875,8349.337890625,2618600
2013-10-14,8339.990234375,8343.650390625,8269.16015625,8273.9599609375,8273.927734375,2278900
2013-10-15,8320.48046875,8368.01953125,8320.48046875,8367.8798828125,8367.84765625,2286900
2013-10-16,8384.0302734375,8384.0302734375,8332.1796875,8332.1796875,8332.1474609375,2017400
2013-10-17,8390.8798828125,8415.16015625,8364.8896484375,8374.6796875,8374.6474609375,2263300
2013-10-18,8416.330078125,8441.1904296875,8390.3203125,8441.1904296875,8441.158203125,2315100
2013-10-21,8456.6796875,8459.2998046875,8400.0595703125,8419.3203125,8419.2880859375,1980700
2013-10-22,8407.6201171875,8425.3095703125,8376.26953125,8418.26953125,8418.2373046875,1945800
2013-10-23,8419.7998046875,8438.9501953125,8380.150390625,8393.6201171875,8393.587890625,1912600
2013-10-24,8364.4501953125,8413.7197265625,8346.51953125,8413.7197265625,8413.6875,1662800
2013-10-25,8380.3095703125,8390.25,8322.150390625,8346.6201171875,8346.587890625,1962800
2013-10-28,8365.4296875,8414.8095703125,8348.419921875,8407.830078125,8407.7978515625,1712900
2013-10-29,8394.849609375,8432.900390625,8380.2099609375,8420.98046875,8420.9482421875,1822800
2013-10-30,8429.400390625,8465.0595703125,8419.2099609375,8465.0595703125,8465.02734375,2049400
2013-10-31,8437.759765625,8469.580078125,8424.4697265625,8450.0595703125,8450.02734375,2269000
2013-11-01,8474.4697265625,8476.6298828125,8378.9404296875,8388.1796875,8388.1474609375,2146900
2013-11-04,8371.830078125,8371.830078125,8333.6298828125,8354.1396484375,8354.107421875,2064200
2013-11-05,8354.919921875,8372.7998046875,8262.2001953125,8262.2001953125,8262.16796875,2292100
2013-11-06,8275.0703125,8297.5703125,8232.5,8281.9697265625,8281.9375,2237200
2013-11-07,8298.0595703125,8298.0595703125,8250.7197265625,8283.7099609375,8283.677734375,2161800
2013-11-08,8235.2998046875,8266.7197265625,8216.330078125,8229.58984375,8229.5576171875,1863300
2013-11-11,8228.900390625,8242.41015625,8168.919921875,8182.56005859375,8182.529296875,1862200
2013-11-12,8233.6201171875,8233.6201171875,8160.169921875,8195.259765625,8195.2275390625,2131400
2013-11-13,8199.259765625,8199.259765625,8104.259765625,8104.259765625,8104.22900390625,1783600
2013-11-14,8137.81982421875,8161.7001953125,8100.72998046875,8134.91015625,8134.87939453125,2146800
2013-11-15,8168.89990234375,8210.099609375,8160.27978515625,8177.1201171875,8177.08935546875,1940800
2013-11-18,8201.849609375,8226.6103515625,8186.47021484375,8191.4599609375,8191.42919921875,1750600
2013-11-19,8215.0,8260.8203125,8215.0,8260.2099609375,8260.177734375,1918200
2013-11-20,8250.3095703125,8262.91015625,8204.4599609375,8204.4599609375,8204.427734375,1928700
2013-11-21,8197.8603515625,8203.4501953125,8093.81982421875,8099.4501953125,8099.41943359375,1835300
2013-11-22,8107.97998046875,8142.72021484375,8107.97998046875,8116.77978515625,8116.7490234375,1605200
2013-11-25,8182.89990234375,8217.6201171875,8182.89990234375,8187.509765625,8187.47900390625,1923100
2013-11-26,8200.7001953125,8281.3798828125,8187.27978515625,8248.01953125,8247.9873046875,2635900
2013-11-27,8287.6298828125,8312.3203125,8279.509765625,8295.8798828125,8295.84765625,2058100
2013-11-28,8320.650390625,8377.8095703125,8320.650390625,8362.4296875,8362.3974609375,2379200
2013-11-29,8374.1396484375,8414.7900390625,8365.3203125,8406.830078125,8406.7978515625,2180600
2013-12-02,8429.240234375,8437.1298828125,8391.8203125,8414.6103515625,8414.578125,1737900
2013-12-03,8407.740234375,8418.23046875,8390.73046875,8392.5498046875,8392.517578125,1925000
2013-12-04,8379.4404296875,8435.23046875,8375.7900390625,8418.0,8417.9677734375,2133000
2013-12-05,8430.5302734375,8437.599609375,8362.3896484375,8375.5400390625,8375.5078125,1962700
2013-12-06,8372.6103515625,8410.1904296875,8361.990234375,8367.7197265625,8367.6875,1851000
2013-12-09,8439.759765625,8477.8701171875,8433.8095703125,8444.6201171875,8444.587890625,2056400
2013-12-10,8451.8095703125,8459.490234375,8421.58984375,8443.3896484375,8443.357421875,1839200
2013-12-11,8450.9599609375,8501.76953125,8413.51953125,8433.76953125,8433.7373046875,2122800
2013-12-12,8405.6201171875,8406.9296875,8361.330078125,8361.330078125,8361.2978515625,1620900
2013-12-13,8355.009765625,8391.8203125,8346.830078125,8376.9404296875,8376.908203125,1787700
2013-12-16,8368.830078125,8374.2099609375,8313.8701171875,8313.8701171875,8313.837890625,1717500
2013-12-17,8351.98046875,8384.259765625,8351.98046875,8352.9296875,8352.8974609375,1800100
2013-12-18,8361.75,8375.51953125,8333.3095703125,8349.0400390625,8349.0078125,1814900
2013-12-19,8400.3896484375,8426.080078125,8378.7802734375,8407.400390625,8407.3681640625,2037300
2013-12-20,8400.2099609375,8439.3701171875,8392.3798828125,8408.5302734375,8408.498046875,2007200
2013-12-23,8441.16015625,8477.4697265625,8441.16015625,8456.4599609375,8456.427734375,2120800
2013-12-24,8473.01953125,8478.08984375,8450.490234375,8450.490234375,8450.4580078125,1701500
2013-12-25,8461.490234375,8484.0498046875,8457.8701171875,8467.759765625,8467.7275390625,1725200
2013-12-26,8467.73046875,8492.7099609375,8465.849609375,8485.8896484375,8485.857421875,1618300
2013-12-27,8490.73046875,8543.5,8488.4404296875,8535.0400390625,8535.0078125,1975600
2013-12-30,8552.1298828125,8623.4296875,8552.1298828125,8623.4296875,8623.3974609375,2361800
2013-12-31,8636.5,8647.240234375,8593.75,8611.509765625,8611.4775390625,2324300
2014-01-02,8618.599609375,8632.8095703125,8587.5400390625,8612.5400390625,8612.5078125,2537600
2014-01-03,8584.740234375,8584.740234375,8537.8603515625,8546.5400390625,8546.5078125,2539700
2014-01-06,8553.0,8568.240234375,8488.6396484375,8500.009765625,8499.9775390625,2640100
2014-01-07,8515.3603515625,8547.1904296875,8512.2998046875,8512.2998046875,8512.267578125,2598900
2014-01-08,8548.6103515625,8587.080078125,8548.6103515625,8556.009765625,8555.9775390625,3206300
2014-01-09,8555.7998046875,8569.1103515625,8506.01953125,8514.6796875,8514.6474609375,3819600
2014-01-10,8559.1796875,8559.1796875,8521.5,8529.349609375,8529.3173828125,2730100
2014-01-13,8587.490234375,8607.23046875,8558.9599609375,8566.2001953125,8566.16796875,2662700
2014-01-14,8545.4599609375,8568.3095703125,8523.4599609375,8548.1396484375,8548.107421875,2289900
2014-01-15,8567.8095703125,8619.5595703125,8567.8095703125,8602.5498046875,8602.517578125,2869000
2014-01-16,8653.5400390625,8668.9501953125,8610.240234375,8612.1103515625,8612.078125,2832700
2014-01-17,8628.490234375,8628.8603515625,8580.490234375,8596.0,8595.9677734375,2288800
2014-01-20,8595.58984375,8636.2099609375,8584.5,8621.5595703125,8621.52734375,2277900
2014-01-21,8639.7099609375,8650.1396484375,8599.900390625,8599.900390625,8599.8681640625,2478200
2014-01-22,8598.98046875,8633.5703125,8596.990234375,8625.2998046875,8625.267578125,2141700
2014-01-23,8644.5595703125,8647.8701171875,8595.099609375,8595.099609375,8595.0673828125,2056700
2014-01-24,8581.490234375,8608.6396484375,8577.1396484375,8598.3095703125,8598.27734375,1936800
2014-01-27,8519.48046875,8519.48046875,8442.1904296875,8462.5703125,8462.5380859375,2605100
2014-02-05,8290.169921875,8313.830078125,8230.4599609375,8264.48046875,8264.4482421875,3156100
2014-02-06,8286.16015625,8333.5595703125,8284.76953125,8311.009765625,8310.9775390625,2451100
2014-02-07,8383.990234375,8409.0302734375,8356.9296875,8387.349609375,8387.3173828125,2427200
