,Date,Open,High,Low,Close,Volume,TB_label,MA5,MA10,MA20,MA60,RSI14,DIF,MACD_signal,MACD_his
0,2012-12-03,7582.64990234375,7628.2900390625,7562.18994140625,7599.91015625,2437800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2012-12-04,7572.10986328125,7600.97998046875,7536.66015625,7600.97998046875,2494600,0,0.0,0.0,0.0,0.0,0.0,0.08534210291963973,0.017068420583927945,0.06827368233571178
2,2012-12-05,7575.6298828125,7650.1201171875,7567.4599609375,7649.0498046875,3147200,0,0.0,0.0,0.0,0.0,0.0,3.9858628664997013,0.8108273097670826,3.1750355567326185
3,2012-12-06,7660.97021484375,7673.6201171875,7616.7900390625,7623.259765625,2726600,0,0.0,0.0,0.0,0.0,0.0,4.939078435640113,1.6364775349416887,3.3026009006984243
4,2012-12-07,7640.25,7672.919921875,7631.6298828125,7642.259765625,2334600,0,0.002514448383798345,0.0,0.0,0.0,0.0,7.1452834720248575,2.7382387223583224,4.407044749666535
5,2012-12-10,7658.39013671875,7669.0498046875,7603.25,7609.5,1913200,0,-0.002034077799156488,0.0,0.0,0.0,0.0,6.17904932278725,3.4264008424441084,2.752648480343142
6,2012-12-11,7621.0,7630.66015625,7556.669921875,7613.68994140625,2256200,0,-0.0018173477316396108,0.0,0.0,0.0,0.0,5.685852089292894,3.8782910918138658,1.8075609974790279
7,2012-12-12,7653.89990234375,7696.02001953125,7645.5400390625,7690.18994140625,2206800,2,0.007125671434848829,0.0,0.0,0.0,0.0,11.337212067732253,5.370075286997544,5.967136780734709
8,2012-12-13,7713.68994140625,7757.08984375,7699.41015625,7757.08984375,2968600,2,0.012338450766314997,0.0,0.0,0.0,0.0,20.972461103129717,8.49055245022398,12.481908652905737
9,2012-12-14,7722.8798828125,7723.740234375,7686.31982421875,7698.77001953125,2683200,2,0.0032476627732814824,0.006576491529683481,0.0,0.0,0.0,23.63014931451744,11.518471823082672,12.111677491434767
10,2012-12-17,7664.97021484375,7683.31982421875,7603.509765625,7631.27978515625,2267000,0,-0.006111340837868858,-0.002656579188594556,0.0,0.0,0.0,20.059257856892145,13.226629029844567,6.832628827047579
11,2012-12-18,7620.2900390625,7643.740234375,7616.0400390625,7643.740234375,2017800,0,-0.005267126950644799,-0.0015860581886827493,0.0,0.0,0.0,18.026951292363265,14.186693482348307,3.8402578100149576
12,2012-12-19,7671.1298828125,7685.6298828125,7647.009765625,7677.47021484375,2504600,2,-0.0005467306818466951,0.002447569770606153,0.0,0.0,0.0,18.919963664756324,15.133347518829911,3.7866161459264127
13,2012-12-20,7646.1298828125,7646.1298828125,7574.56005859375,7595.4599609375,2252400,0,-0.007044274872272202,-0.00790039766444016,0.0,0.0,0.0,12.861876594597561,14.679053333983441,-1.8171767393858804
14,2012-12-21,7592.56982421875,7608.81005859375,7491.52001953125,7519.93017578125,2356200,1,-0.012299857192549248,-0.01619394290990122,0.0,0.0,43.37716506971,1.9437699420423087,12.131996655595216,-10.188226713552908
15,2012-12-24,7542.66015625,7566.08984375,7520.6201171875,7535.52001953125,1590800,0,-0.007756230179309032,-0.013199299290228984,0.0,0.0,44.70679743516851,-5.388819186792716,8.62783348711763,-14.016652673910347
16,2012-12-25,7556.240234375,7654.60009765625,7543.830078125,7636.56982421875,1870600,0,0.005739476139445975,-0.00026604053121966184,0.0,0.0,49.070489205106256,-3.011361074065462,6.299994574881012,-9.311355648946474
17,2012-12-26,7646.509765625,7683.08984375,7633.830078125,7634.18994140625,1974200,0,0.006573544510824765,0.00015563201120885506,0.0,0.0,50.84349534523207,-1.3042109129646633,4.779153477311877,-6.08336439027654
18,2012-12-27,7634.7998046875,7661.009765625,7622.72998046875,7648.41015625,1801600,0,0.0070423525827835376,0.003447344658649715,0.0,0.0,50.478160849726294,1.182538812333405,4.059830544316183,-2.877291731982778
19,2012-12-28,7700.8701171875,7708.31005859375,7665.0400390625,7699.5,1978600,0,0.008997964813850755,0.010140497159564082,0.008403232369390189,0.0,56.803132866306925,7.192913867057541,4.686447208864455,2.5064666581930863
20,2013-01-02,7738.0498046875,7793.47998046875,7715.259765625,7779.22021484375,2194600,2,0.012974956064671219,0.018622380597157255,0.01764925043712412,0.0,61.23015378744312,18.17937398160393,7.38503256341235,10.79434141819158
21,2013-01-03,7826.33984375,7855.16015625,7815.2900390625,7836.83984375,2964400,2,0.015183082823835188,0.023579084988161764,0.02360770399581841,0.0,60.21082635417821,31.176264707954033,12.143278992320688,19.032985715633345
22,2013-01-04,7818.27001953125,7818.27001953125,7773.06005859375,7805.990234375,2696800,2,0.006705983695722012,0.017841216388743912,0.01853435259221288,0.0,53.58475951027234,38.542791284631676,17.423181450782888,21.119609833848788
23,2013-01-07,7797.0498046875,7797.0498046875,7725.47021484375,7755.08984375,2421000,0,-0.002602871997500052,0.00910379584254365,0.011023265028191993,0.0,54.17406415312561,39.814622355709616,21.901469631768236,17.91315272394138
24,2013-01-08,7737.06982421875,7751.7998046875,7692.97998046875,7721.66015625,2211200,0,-0.0074680840933610765,0.002123361178162397,0.006144322727225743,0.0,57.05457780162771,37.69058761247288,25.059293227909166,12.631294384563716
25,2013-01-09,7726.39990234375,7763.97021484375,7703.22998046875,7738.64013671875,2471400,0,-0.0042467084271390005,0.001686481690989806,0.007509164654997116,0.0,57.35545121987219,36.95146381841187,27.43772734600971,9.513736472402158
26,2013-01-10,7780.97998046875,7825.06005859375,7760.08984375,7811.64013671875,3319400,2,0.005798677847785486,0.00884941566496121,0.01570436882251039,0.0,59.80245264656946,41.77464074536147,30.30511002588006,11.469530719481405
27,2013-01-11,7843.56982421875,7845.35986328125,7801.68994140625,7819.14990234375,2405200,2,0.006424552808234507,0.0074128704906538485,0.015829153465999862,0.0,68.33918996710197,45.67648840755464,33.37938570221498,12.297102705339661
28,2013-01-14,7795.68017578125,7823.97021484375,7731.31982421875,7823.97021484375,2142800,2,0.005262500545182718,0.005758987924250765,0.01601398988673808,0.0,78.19575836942288,48.59748813254828,36.42300618828165,12.174481944266631
29,2013-01-15,7823.509765625,7823.509765625,7744.39013671875,7765.02001953125,2520200,0,-0.0034221180195807967,-0.002658976340831472,0.007925201154230163,0.0,69.69891031014251,45.629623468996215,38.26432964442456,7.365293824571651
30,2013-01-16,7766.08984375,7769.18017578125,7700.43017578125,7700.43017578125,2272200,1,-0.010741451947130722,-0.009953002389487452,-0.0009071638308458035,0.0,55.847379574901865,37.63191149932936,38.13784601540553,-0.5059345160761666
31,2013-01-17,7748.56982421875,7774.97021484375,7603.27001953125,7616.64013671875,2929200,1,-0.016578599784935456,-0.01794560774103843,-0.011604743113658706,0.0,48.6015417202959,24.252938475382507,35.360864507400926,-11.107926032018419
32,2013-01-18,7697.27978515625,7732.8701171875,7676.10986328125,7732.8701171875,2113400,0,0.0006578836794425756,-0.0020185770694970562,0.003117598212527234,0.0,55.78905656992692,22.766357613952096,32.841963128711164,-10.075605514759069
33,2013-01-21,7725.35986328125,7739.3701171875,7674.18017578125,7724.919921875,1515400,0,0.002198222658334777,-0.002656275981627169,0.0012455576261055108,0.0,51.851846582016236,20.708008223356046,30.415172147640142,-9.707163924284096
34,2013-01-22,7746.7900390625,7759.47021484375,7699.25,7759.10009765625,1580400,0,0.006787260795763971,0.0012726427565371518,0.004119378373285657,0.0,48.4300777684138,21.58597633323643,28.6493329847594,-7.0633566515229695
35,2013-01-23,7773.2001953125,7773.2001953125,7730.10009765625,7744.18017578125,1655600,0,0.003711739966424099,-0.0007241373700662443,0.000837278774442218,0.0,42.25383273369695,20.83765585569745,27.08699755894701,-6.249341703249563
36,2013-01-24,7717.0400390625,7724.68017578125,7653.6201171875,7695.990234375,1862000,1,-0.0045815530848559915,-0.005458209573160102,-0.005772411654627795,0.0,41.06331054202481,16.16968686959899,24.903535421077407,-8.733848551478417
37,2013-01-25,7695.25,7704.31005859375,7637.2001953125,7672.580078125,1697200,1,-0.006059318282605012,-0.00660187430020608,-0.009042451275534354,0.0,42.98326913718045,10.460699423286314,22.01496822151919,-11.554268798232876
38,2013-01-28,7685.669921875,7717.35009765625,7685.669921875,7714.669921875,1602400,1,-0.0003413341826152774,0.00026318277026329763,-0.0040324734082025065,0.0,49.414170877466944,9.226230134314392,19.45722060407823,-10.230990469763839
39,2013-01-29,7744.14990234375,7802.0,7739.60009765625,7802.0,1904200,0,0.009852065752032119,0.011101368694382743,0.0065758900896085775,0.0,54.7498965909798,15.120413075896977,18.58985909844198,-3.4694460225450037
40,2013-01-30,7832.9501953125,7847.2099609375,7804.7099609375,7832.97998046875,2252800,0,0.01153667924355553,0.013375466622147583,0.010222439529483315,0.0,51.70735023181897,22.037387747566754,19.279364828266935,2.758022919299819
41,2013-01-31,7832.8701171875,7850.02001953125,7800.89990234375,7850.02001953125,2116800,0,0.009720304269916224,0.01252287220909164,0.01233405899770853,0.0,52.432745675683165,28.56485093123956,21.13646204886146,7.428388882378101
42,2013-02-01,7853.75,7866.22998046875,7832.0,7855.97021484375,1838800,0,0.005740808157672636,0.011684009503060425,0.012775006288208728,0.0,52.51730416144917,33.828094351567415,23.674788509402653,10.153305842164762
43,2013-02-04,7882.759765625,7929.97021484375,7880.2900390625,7923.16015625,2678600,0,0.00895653123684481,0.01773846034687318,0.02033160101701206,0.0,62.281005775130154,42.9260941309376,27.525049633709642,15.401044497227957
44,2013-02-05,7896.669921875,7896.669921875,7863.91015625,7886.93994140625,2316000,0,0.002176147844185533,0.011425056873374431,0.014587473672823151,0.0,65.1517988328293,46.67560851036251,31.355161409040218,15.32044710132229
45,2013-02-06,7925.259765625,7941.64990234375,7906.64990234375,7906.64990234375,2554200,0,0.002803186097332462,0.01184447399799022,0.016025023295095253,0.0,76.29803196463487,50.653651036147494,35.21485933446167,15.438791701685822
46,2013-02-18,8000.68994140625,8005.72998046875,7927.9501953125,7943.52978515625,2578000,0,0.005096610275045077,0.013353972222487945,0.01989991246245415,0.0,72.31372686940323,56.13508638998337,39.398904745566014,16.736181644417357
47,2013-02-19,7974.39990234375,7974.39990234375,7946.08984375,7960.8798828125,2308600,0,0.004624795125365499,0.01184591932756744,0.021198407177012324,0.0,74.50562378928791,61.1739955384719,43.753922904147196,17.420072634324704
48,2013-02-20,8021.31005859375,8029.10009765625,7995.16015625,8029.10009765625,2992000,2,0.010531875798139405,0.01645462409453717,0.028596200628815186,0.0,76.18915908247008,69.86678770173603,48.976495863664965,20.890291838071064
49,2013-02-21,8020.52001953125,8020.52001953125,7957.4599609375,7957.4599609375,2235600,2,-0.0002593075745478604,0.005406539026275656,0.01816343888416024,0.0,68.63679922721606,70.16629444237878,53.21445557940773,16.95183886297105
50,2013-02-22,7947.8798828125,7970.240234375,7913.16015625,7947.72021484375,2307600,0,-0.002512353376446593,0.0027222821008619454,0.01531095979245202,0.0,73.58124123495935,68.8243750272286,56.3364394689719,12.487935558256694
51,2013-02-25,7986.8701171875,7995.10986328125,7947.68017578125,7947.68017578125,2144800,0,-0.0026212853364532313,0.0014832758955371048,0.01316351384263754,0.0,76.95049743652052,66.985496300661,58.46625083530973,8.519245465351268
52,2013-02-26,7891.41015625,7927.490234375,7871.22998046875,7880.89990234375,1918400,0,-0.00901245123402364,-0.00724353586467753,0.003703391501915935,0.0,65.53345652818652,59.45421057057865,58.66384278236352,0.7903677882151356
53,2013-02-27,7886.02978515625,7912.85009765625,7873.2900390625,7897.97998046875,1921400,0,-0.0035789579562349153,-0.004776279993618802,0.004771396963826254,0.0,60.32440677218308,54.238603076119944,57.77879484111481,-3.5401917649948658
54,2013-03-01,7917.72021484375,7964.6298828125,7917.72021484375,7964.6298828125,2114200,2,0.004647939539363225,0.0026407125731207916,0.011927560294948599,0.0,63.152082184964954,54.850998495905515,57.19323557207295,-2.342237076167436
55,2013-03-04,7966.22021484375,7966.22021484375,7849.52001953125,7867.33984375,2278000,0,-0.0056076544707556455,-0.009116456364029864,-0.0012148375750418595,0.0,51.49118389180037,46.94468411615435,55.143525280889236,-8.198841164734887
56,2013-03-05,7910.43994140625,7939.85009765625,7882.56005859375,7932.7099609375,2246200,0,0.003034381216026976,-0.0007469830228060969,0.005573125490496274,0.0,55.99378818030448,45.43000631089399,53.20082148689019,-7.770815175996205
57,2013-03-06,7958.10986328125,7982.39013671875,7936.85986328125,7950.2998046875,2329600,0,0.0034973289707597313,0.0016022287761926737,0.006032019381154167,0.0,52.297787126240635,45.12875047986836,51.586407285485826,-6.457656805617468
58,2013-03-07,7950.89990234375,7984.2900390625,7942.3701171875,7960.509765625,2261400,2,0.003202470156999508,0.003755876557153527,0.00575960020635096,0.0,56.51579010187693,45.19290589524735,50.30770700743814,-5.11480111219079
59,2013-03-08,7981.0,8029.14013671875,7981.0,8015.14013671875,2719000,2,0.008802828781484553,0.00990981659916352,0.011300139102842376,0.03146334481194774,59.048835398414624,49.08612955984427,50.06339151791937,-0.9772619580751041
60,2013-03-11,8021.8798828125,8089.2099609375,8001.85009765625,8038.72021484375,2878800,2,0.007424577560639718,0.011720871164403526,0.012960552735763402,0.03352512755882556,58.11968232653993,53.45802180208193,50.74231757475189,2.7157042273300434
61,2013-03-12,8039.0,8063.22998046875,7986.58984375,7994.7099609375,2738000,2,0.00035460815249274745,0.00558671363983815,0.006497269580337425,0.027000334261499264,52.760147178103665,52.76329579077537,51.14651321795659,1.616782572818785
62,2013-03-13,8018.89990234375,8047.56005859375,7962.419921875,7995.509765625,2224400,2,-0.0006759478282521293,0.004239622328769613,0.005714572380369203,0.026341766911215318,46.92063838796922,51.6815057479771,51.25351172396069,0.4279940240164066
63,2013-03-14,8002.419921875,8002.7099609375,7946.2900390625,7951.759765625,2150200,2,-0.005926641784521534,-0.0019295704872266453,3.160637519803678e-05,0.02000894890838242,49.449278315887994,46.754957928143995,50.35380096479735,-3.5988430366533564
64,2013-03-15,7989.669921875,7999.919921875,7924.93994140625,7927.490234375,2530400,2,-0.00678404031675582,-0.004511719298486573,-0.003274735622468303,0.016276061795710627,48.098865771140716,40.4262759988942,48.368295971616725,-7.942019972722527
65,2013-03-18,7886.68994140625,7888.16015625,7807.60986328125,7811.33984375,2031400,0,-0.015728266593366885,-0.0184069407169388,-0.017289543828635713,0.0009543306282710154,39.482520021726145,25.741650437528733,43.84296686479913,-18.101316427270397
66,2013-03-19,7843.47021484375,7863.77001953125,7823.81005859375,7838.47021484375,1804200,0,-0.008405372948459876,-0.013829805421666294,-0.01322427575482612,0.003948892606864436,46.51364515378381,16.10749590618707,38.295872673076715,-22.188376766889647
67,2013-03-20,7834.72998046875,7844.5400390625,7786.56005859375,7798.02978515625,1954200,0,-0.00856765449229643,-0.017034579896213042,-0.017307964759352253,-0.0014605707372955632,42.090934662058984,5.149790746661893,31.666656287793753,-26.51686554113186
68,2013-03-21,7828.9501953125,7843.16015625,7811.83984375,7811.83984375,1695800,0,-0.003265627586277064,-0.013444946476222124,-0.014218177683149787,0.0001909421668170395,36.806408197959954,-2.3923358665324486,24.85485785692851,-27.24719372346096
69,2013-03-22,7811.52001953125,7832.58984375,7796.22021484375,7796.22021484375,1727200,0,-0.0019151735925181026,-0.012687890119356546,-0.01518733284653757,-0.0020164527688266605,42.850298695752485,-9.520156620200396,17.97985496150273,-27.500011581703127
70,2013-03-25,7862.580078125,7877.0498046875,7854.47021484375,7856.1201171875,1806800,0,0.004601464970619428,-0.002796197113417379,-0.007046356136041271,0.00516908095162112,42.21474857850767,-10.217799968214422,12.3403239755593,-22.558123943773722
71,2013-03-26,7873.7001953125,7876.68017578125,7845.56005859375,7856.35986328125,1850200,0,0.004172685579278121,-0.0010114170922037996,-0.006442662642828894,0.004744203112937892,40.1020106826196,-10.62881942749027,7.746495294949387,-18.375314722439658
72,2013-03-27,7872.75,7894.259765625,7857.31982421875,7894.1201171875,1851200,2,0.006526651733502441,0.00508584506806887,-0.0017507473405171238,0.009107342467258847,43.38868131504782,-7.8175030862248605,4.633695618714538,-12.451198704939397
73,2013-03-28,7905.7099609375,7905.7099609375,7844.83984375,7866.8798828125,1813200,0,0.0016475608020487195,0.0027012129163571223,-0.004999750622634366,0.005044038473178778,34.38381710514541,-7.698826608468153,2.167191173278,-9.866017781746152
