,Date,Open,High,Low,Close,Volume,TB_label,MA5,MA10,MA20,MA60,RSI14,DIF,MACD_signal,MACD_his
74,2013-03-29,7904.5,7931.7001953125,7883.81005859375,7918.60986328125,1594000,2,0.005101518438177874,0.009408894850049358,0.0018346031657417818,0.010794811600680056,38.05705363367831,-3.391502417749507,1.0554524550724986,-4.446954872822006
75,2013-04-01,7934.25,7937.72998046875,7896.56982421875,7899.240234375,1560000,2,0.0015466181363790066,0.0058127845273865195,-0.0008176052548836631,0.007542677712099669,40.01801150530849,-1.5233242048043394,0.539697123097131,-2.0630213279014704
76,2013-04-02,7897.16015625,7924.4599609375,7879.5498046875,7913.18017578125,1638000,2,0.0018705193163603084,0.006630170225246603,0.001069320296913132,0.00872755132543648,41.62210506963733,1.0697261221293957,0.645702922903584,0.42402319922581166
77,2013-04-03,7949.1201171875,7954.14990234375,7913.77001953125,7942.35009765625,1919600,2,0.004337104340583067,0.008489381525932357,0.004810033582852841,0.011783544931799755,49.013185856568604,5.4160729822961,1.5997769347820874,3.8162960475140126
78,2013-04-08,7831.22021484375,7843.10009765625,7747.47021484375,7752.7900390625,2561600,1,-0.016796463058790054,-0.014841569269869527,-0.01788129978631789,-0.012583520326166603,36.395348837209305,-6.361991251346808,0.007423297556308439,-6.369414548903117
79,2013-04-09,7766.6201171875,7781.1298828125,7714.93017578125,7728.5400390625,1888800,1,-0.015123837021604556,-0.017077717695452736,-0.019172763329174166,-0.015732740270307705,42.47493627565837,-17.451790964298198,-3.4844195548145933,-13.967371409483604
80,2013-04-10,7772.9501953125,7772.9501953125,7739.990234375,7752.7998046875,1736400,1,-0.008331132363667589,-0.012694985280775482,-0.014305612128378633,-0.01258776727052528,42.173209772235154,-24.006247715592508,-7.588785186970176,-16.41746252862233
81,2013-04-11,7788.580078125,7857.97998046875,7788.580078125,7857.97998046875,1842000,1,0.006543959918028111,0.0006788737170525846,-6.381813996110476e-05,0.0007632838045139156,54.89765731956,-20.477489008665543,-10.16652595130925,-10.310963057356293
82,2013-04-12,7861.1201171875,7864.85986328125,7810.5400390625,7821.6298828125,1677600,1,0.004995913249079676,-0.0030298158395364976,-0.003587054705302578,-0.00389919762326202,50.771392384414256,-20.379153207912168,-12.209051402629836,-8.170101805282332
83,2013-04-15,7815.31982421875,7835.1201171875,7753.240234375,7763.52978515625,1634200,1,-0.002744559922187108,-0.009130135508420964,-0.009801343176748314,-0.011316077019551446,47.58581795156203,-24.704634052173787,-14.708167932538625,-9.996466119635162
84,2013-04-16,7690.91015625,7801.0498046875,7688.6201171875,7801.0498046875,1548000,1,0.00021180521322792766,-0.0028452384703144427,-0.004212911334423462,-0.006705284629357943,45.79403981610485,-24.8189592632516,-16.730326198681222,-8.088633064570377
85,2013-04-17,7822.81005859375,7822.81005859375,7791.52978515625,7809.06982421875,1906600,1,-0.00020254791524119926,-0.0006682779679178694,-0.003174731077556937,-0.005832698683603951,46.430672117155034,-23.98591951715116,-18.18144486237521,-5.804474654775952
86,2013-04-18,7781.47998046875,7826.1298828125,7757.330078125,7791.35009765625,1784600,1,-0.0007663885468948002,-0.0013789653514842519,-0.005137450172500489,-0.008045879410584484,42.0012085235111,-24.4734486781299,-19.439845625526146,-5.033603052603752
87,2013-04-19,7868.89990234375,7933.72021484375,7862.919921875,7930.7998046875,2033800,1,0.01427774126099028,0.016644874459964404,0.011810946354308719,0.009468976386456123,54.235243875609854,-13.452323115969193,-18.242341123614757,4.790018007645564
88,2013-04-22,7976.10009765625,7996.5498046875,7950.009765625,7970.3798828125,1947200,1,0.013974884853525422,0.018876698435969577,0.015833231280706565,0.014191909312555272,53.48634104027616,-1.5068501542646118,-14.895242929744729,13.388392775480117
89,2013-04-23,7955.919921875,7968.7900390625,7913.60009765625,7942.77001953125,1876400,1,0.006831912166052547,0.012574250657974618,0.011369810902183685,0.010297843500909933,52.899243098813436,5.666814498757049,-10.782831444044374,16.449645942801425
90,2013-04-24,7977.39990234375,8025.4501953125,7968.27978515625,8023.7099609375,2412000,1,0.011587279707140137,0.019372209503627117,0.02058712131169333,0.019894202603350064,56.758499739351485,17.679375413175876,-5.090390072600323,22.769765485776198
91,2013-04-25,8015.3798828125,8026.4599609375,7994.18994140625,8021.75,1941400,1,0.005498710907406144,0.017007204639637723,0.019265705047251773,0.018770736730005677,55.02213481265245,26.733101463211824,1.2743082345621062,25.458793228649718
92,2013-04-26,8034.47021484375,8081.3701171875,8020.47021484375,8022.06005859375,2227800,1,0.003242326137782479,0.014468670119914375,0.018477263145778848,0.018186858082085307,72.39253540194208,33.54655986358739,7.728758560367163,25.81780130322023
93,2013-04-29,8043.7099609375,8046.22021484375,8014.27001953125,8029.740234375,1796200,1,0.002714056350491603,0.012032901586009927,0.01839947894564037,0.018504905957169936,75.75770988388408,39.11510613858354,14.00602807601044,25.109078062573104
94,2013-04-30,8065.919921875,8115.58984375,8065.919921875,8093.66015625,2283200,0,0.006901568022404781,0.01634089011039179,0.02536811516758663,0.025887031743571137,77.29766127972671,48.13119620573343,20.831061701955036,27.300134503778395
95,2013-05-02,8111.43017578125,8139.490234375,8095.7001953125,8128.509765625,2151000,0,0.00860708312029347,0.01663901155198991,0.028289768475455068,0.029468452631443976,74.41563672483345,57.426606593606266,28.150170680285285,29.27643591332098
96,2013-05-03,8157.509765625,8175.330078125,8121.06982421875,8135.02978515625,2032400,0,0.006586377435255737,0.013099738686522795,0.027672502166261485,0.02934028390192281,79.89434746846585,64.57501678496192,35.435139901220616,29.1398768837413
97,2013-05-06,8188.47998046875,8197.51953125,8153.9599609375,8169.0498046875,1971000,0,0.007132344177880896,0.014326871559650192,0.030494565003734264,0.03256381852736005,90.5439644289267,72.15357314495668,42.77882654996783,29.37474659498885
98,2013-05-07,8177.580078125,8181.7998046875,8145.10009765625,8163.06005859375,1872600,0,0.0030964084666645817,0.011163980083720097,0.027081203147795746,0.030832987796077717,88.62935571976253,76.79111108169036,49.581283456312335,27.209827625378026
99,2013-05-08,8177.93994140625,8284.08984375,8177.93994140625,8267.08984375,2467800,0,0.011568239660955259,0.019952692773604147,0.03665806225984267,0.04294898969406326,90.56299767266273,87.84806969322926,57.23464070369573,30.61342898953353
100,2013-05-09,8314.3701171875,8322.6904296875,8279.4599609375,8285.8896484375,2414000,0,0.009978739948541784,0.018976095446310765,0.035554282477340375,0.04432620660503026,93.71359958704117,97.00951092015293,65.18961474698717,31.81989617316576
101,2013-05-10,8284.3798828125,8297.330078125,8258.6201171875,8280.259765625,2270000,2,0.005731755276438206,0.015056798471452951,0.03212710911617062,0.04267430048544447,90.4618467084122,102.63264931038975,72.67822165966768,29.954427650722067
102,2013-05-13,8285.4501953125,8296.5400390625,8230.650390625,8248.3203125,1958400,0,-7.317479063700644e-05,0.008344604706680967,0.025418957579088946,0.03779783707889614,82.76067673621424,103.32076262256578,78.80672985224732,24.514032770318465
103,2013-05-14,8272.2001953125,8295.41015625,8233.98046875,8251.8203125,1960600,0,-0.0017970541127555657,0.006041178059129316,0.022749844833037228,0.03752314730676706,88.62275302942099,102.96164042985401,83.63771196776867,19.323928462085348
104,2013-05-15,8264.099609375,8320.3203125,8251.509765625,8318.58984375,2302600,2,0.005027665575608235,0.011407981248317474,0.02772922551280507,0.044973035370026275,88.20499519206437,106.83326923408458,88.27682342103185,18.556445813052733
105,2013-05-16,8362.490234375,8414.8798828125,8346.4501953125,8390.0498046875,3446200,2,0.011116405295007153,0.016862841422943777,0.03285103515115566,0.0528841722427402,90.43536157547582,114.34963319555754,93.491385375937,20.858247819620544
106,2013-05-17,8377.259765625,8402.33984375,8356.7900390625,8368.1904296875,2547200,2,0.006349222679002453,0.011355549066696889,0.026515332181273506,0.04920909639421572,86.28449810560497,117.19162480986779,98.23143326272317,18.960191547144618
107,2013-05-20,8364.9501953125,8385.6796875,8347.330078125,8377.0498046875,2114400,2,0.004305138800791037,0.009887583609012018,0.024797183324047133,0.04940726209214591,86.31832311456593,118.7894700939014,102.34304062895882,16.446429464942582
108,2013-05-21,8381.3603515625,8420.6796875,8361.9599609375,8383.0498046875,2660600,2,0.0018720144265487013,0.007937790300087575,0.022949083131868882,0.04938340003198442,84.43257450408076,119.16624950339974,105.707682403847,13.458567099552738
109,2013-05-22,8414.0595703125,8439.150390625,8376.2099609375,8398.83984375,3031400,2,0.0018374215971635598,0.008239158440112523,0.022031953944170103,0.05039272012322644,83.69296120936232,119.36303136479,108.43875219603561,10.924279168754396
110,2013-05-23,8367.849609375,8373.08984375,8235.5,8237.830078125,3340000,2,-0.013786905838077053,-0.010518404145746708,0.0011348507585757482,0.029633566003133327,59.250341612587164,105.31285885459965,107.81357352774842,-2.5007146731487637
111,2013-05-24,8273.2099609375,8277.5595703125,8172.5400390625,8209.7802734375,2450400,2,-0.013402900267331845,-0.013052077704928715,-0.003412669521781781,0.0255677134094517,53.70488151094641,90.8671511424318,104.4242890506851,-13.55713790825331
112,2013-05-27,8218.8798828125,8280.099609375,8210.3203125,8280.099609375,1894000,2,-0.0026283453352163692,-0.0049786963684550125,0.0035516757791777135,0.03349304901911645,59.53065792978955,84.12328556076318,100.36408835270072,-16.24080279193754
113,2013-05-28,8289.150390625,8303.7099609375,8261.5400390625,8263.0498046875,1988600,2,-0.0017963591491389815,-0.007161553593973745,7.127019322141273e-05,0.030582280875151968,49.616720864948995,76.52086188996145,95.59544306015287,-19.074581170191422
114,2013-05-29,8303.2001953125,8344.2099609375,8303.2001953125,8337.900390625,2471400,2,0.008731030609528068,0.0015996482556959609,0.007641080414207786,0.039111515907331286,54.45994764529436,75.66350134642562,91.60905471740743,-15.945553370981813
115,2013-05-30,8316.9697265625,8316.9697265625,8228.7998046875,8243.2900390625,2458800,2,-0.0028467987595089577,-0.00801669148291056,-0.0044831010817444495,0.02651910448653445,47.24955209046247,66.58225348714404,86.60369447135476,-20.021440984210713
116,2013-05-31,8318.76953125,8334.4404296875,8237.080078125,8254.7998046875,3586800,2,-0.0025409089191629386,-0.0052742998116226915,-0.003813556841415197,0.027265678143568124,50.49716984101055,59.62670152773899,81.2082958826316,-21.581594354892616
117,2013-06-03,8177.97021484375,8225.7900390625,8149.4501953125,8201.01953125,2142200,2,-0.007141924663821121,-0.009654234483114477,-0.010494622341049342,0.020042576272431886,46.381287877523086,49.20752417390213,74.80814154088571,-25.600617366983585
118,2013-06-04,8243.2197265625,8250.169921875,8180.39013671875,8191.22021484375,2192000,2,-0.0066005478862157544,-0.008540861517536079,-0.011844845314200774,0.01833670516304791,40.1255855117867,39.701869677104696,67.78688716812951,-28.085017491024814
119,2013-06-05,8195.51953125,8216.3095703125,8161.10009765625,8181.91015625,2282800,2,-0.003961044390310349,-0.00706058235447991,-0.012460588237091664,0.0168279101214947,32.14306659852375,31.05929387666947,60.4413685098375,-29.38207463316803
120,2013-06-06,8135.56005859375,8162.25,8088.31005859375,8096.14013671875,2347800,2,-0.010858599501012898,-0.01577706124780785,-0.02169257201530838,0.006048967639690937,28.966544075732052,17.09204012310329,51.77150283249067,-34.67946270938738
121,2013-06-07,8113.9501953125,8146.77978515625,8071.97998046875,8095.2001953125,2536400,2,-0.007101331448441494,-0.014518635379925614,-0.020711212677845224,0.005722856907292861,27.938757414541673,5.879272880658391,42.59305684212421,-36.71378396146582
122,2013-06-10,8161.509765625,8190.8701171875,8142.7099609375,8160.5498046875,1703000,2,0.0019086182070820077,-0.005115289504750996,-0.012281403555848228,0.013495345750226904,34.06477044149202,2.2404152718409023,34.522528528067554,-32.28211325622665
